"マーケット","注文方法","取引種別","価格","数量","取引手数料","ボーナス円","日時","コメント"
"xem_jpy","指値","bid","3.7942","123","0.369",,"2025-01-25 08:44:08.203896",
"xem_jpy","指値","bid","3.8036","263.1","0.7893",,"2025-01-25 08:44:08.203896",
"xem_jpy","指値","bid","3.86","1000","3",,"2025-01-25 08:44:08.203896",
"xem_jpy","指値","bid","3.87","1000","3",,"2025-01-25 08:44:08.203896",
"xem_jpy","指値","bid","3.8776","1203","3.609",,"2025-01-25 08:44:08.203896",
"xem_jpy","指値","bid","3.88","1000","3",,"2025-01-25 08:44:08.203896",
"xem_jpy","指値","bid","3.8854","123","0.369",,"2025-01-25 08:44:08.203896",
"xem_jpy","指値","bid","3.89","1000","3",,"2025-01-25 08:44:08.203896",
"xem_jpy","指値","bid","3.895","2738.7","8.2161",,"2025-01-25 08:44:08.203896",
"xem_jpy","指値","bid","3.75","7300","0",,"2025-01-25 08:45:07.792591",
"xem_jpy","指値","bid","3.753","4064","0",,"2025-01-25 09:01:05.218656",
"xem_jpy","指値","bid","3.753","14874","0",,"2025-01-25 09:01:25.607625",
"xem_jpy","指値","bid","3.753","2378","0",,"2025-01-25 09:01:29.575139",
"xem_jpy","指値","bid","3.753","0.2","0",,"2025-01-25 09:01:32.534779",
"xem_jpy","指値","bid","3.752","13030.8","0",,"2025-01-25 09:01:32.534779",
"xem_jpy","指値","bid","3.752","2000","0",,"2025-01-25 09:01:37.886868",
"xem_jpy","指値","bid","3.752","3798","0",,"2025-01-25 09:01:45.797623",
"xem_jpy","指値","bid","3.752","2000","0",,"2025-01-25 09:01:46.347451",
"xem_jpy","指値","bid","3.752","2501","0",,"2025-01-25 09:01:54.656450",
"xem_jpy","指値","bid","3.752","3322","0",,"2025-01-25 09:02:03.209932",
"xem_jpy","指値","bid","3.752","0.6","0",,"2025-01-25 09:02:06.459635",
"xem_jpy","指値","bid","3.75","4382","0",,"2025-01-25 09:02:34.322360",
"xem_jpy","指値","bid","3.75","2000","0",,"2025-01-25 09:02:35.627973",
"xem_jpy","指値","bid","3.75","2423","0",,"2025-01-25 09:02:43.918252",
"xem_jpy","指値","bid","3.75","2337","0",,"2025-01-25 09:02:52.232139",
"xem_jpy","指値","bid","3.75","2000","0",,"2025-01-25 09:03:00.522542",
"xem_jpy","指値","bid","3.75","13163","0",,"2025-01-25 09:03:08.821260",
"xem_jpy","指値","bid","3.75","14464","0",,"2025-01-25 09:03:08.824513",
"xem_jpy","指値","bid","3.75","2000","0",,"2025-01-25 09:03:17.195408",
"xem_jpy","指値","bid","3.75","2795","0",,"2025-01-25 09:03:37.448161",
"xem_jpy","指値","bid","3.75","469.3","0",,"2025-01-25 09:03:39.395429",
"xem_jpy","指値","bid","3.75","2865.7","0",,"2025-01-25 09:03:39.395429",
"xem_jpy","指値","bid","3.75","14444","0",,"2025-01-25 09:03:50.535953",
"xem_jpy","指値","bid","3.75","24889","0",,"2025-01-25 09:03:57.637894",
"xem_jpy","指値","bid","3.75","886","0",,"2025-01-25 09:04:10.939163",
"xem_jpy","指値","bid","3.75","2000","0",,"2025-01-25 09:20:02.431766",
"xem_jpy","指値","bid","3.75","2000","0",,"2025-01-25 09:20:10.887876",
"xem_jpy","指値","bid","3.75","2000","0",,"2025-01-25 09:20:19.256929",
"xem_jpy","指値","bid","3.75","2000","0",,"2025-01-25 09:20:27.559297",
"xem_jpy","指値","bid","3.75","2248.6","0",,"2025-01-25 09:20:35.926065",
"xem_jpy","指値","bid","3.75","6732.4","0",,"2025-01-25 09:20:35.926065",
"xem_jpy","指値","bid","3.75","3664","0",,"2025-01-25 09:20:44.260881",
"xem_jpy","指値","bid","3.75","19984","0",,"2025-01-25 09:20:52.658056",
"xem_jpy","指値","bid","3.75","2000","0",,"2025-01-25 09:21:02.716156",
"xem_jpy","指値","bid","3.75","17045","0",,"2025-01-25 09:21:09.035511",
"xem_jpy","指値","bid","3.75","3907","0",,"2025-01-25 09:21:11.043120",
"xem_jpy","指値","bid","3.75","0.9","0",,"2025-01-25 09:21:15.969435",
"xem_jpy","指値","bid","3.74","3170","0",,"2025-01-25 09:21:19.381103",
"xem_jpy","指値","bid","3.74","4378","0",,"2025-01-25 09:21:27.974226",
"xem_jpy","指値","bid","3.74","8904","0",,"2025-01-25 09:21:29.040889",
"xem_jpy","指値","bid","3.74","4170","0",,"2025-01-25 09:21:36.873639",
"xem_jpy","指値","bid","3.74","4170","0",,"2025-01-25 09:21:45.559898",
"xem_jpy","指値","bid","3.74","2085","0",,"2025-01-25 09:21:54.298493",
"xem_jpy","指値","bid","3.74","2085","0",,"2025-01-25 09:22:02.615713",
"xem_jpy","指値","bid","3.74","2084","0",,"2025-01-25 09:22:10.957839",
"xem_jpy","指値","bid","3.74","2000","0",,"2025-01-25 09:22:19.281432",
"xem_jpy","指値","bid","3.74","6368","0",,"2025-01-25 09:22:21.857769",
"xem_jpy","指値","bid","3.74","10552","0",,"2025-01-25 09:22:28.849951",
"xem_jpy","指値","bid","3.74","24860","0",,"2025-01-25 09:22:42.473856",
"xem_jpy","指値","bid","3.74","842.4","0",,"2025-01-25 09:22:48.359050",
"xem_jpy","指値","bid","3.73","8633","0",,"2025-01-25 09:22:49.490768",
"xem_jpy","指値","bid","3.73","5968","0",,"2025-01-25 09:23:43.401983",
"xem_jpy","指値","bid","3.73","1376","0",,"2025-01-25 09:40:27.721014",
"xem_jpy","指値","bid","3.73","2313","0",,"2025-01-25 09:40:35.578256",
"xem_jpy","指値","bid","3.73","2000","0",,"2025-01-25 09:40:43.875440",
"xem_jpy","指値","bid","3.73","2000","0",,"2025-01-25 09:40:53.225219",
"xem_jpy","指値","bid","3.73","10562","0",,"2025-01-25 09:41:01.144056",
"xem_jpy","指値","bid","3.73","4170","0",,"2025-01-25 09:41:12.412375",
"xem_jpy","指値","bid","3.73","16597.3","0",,"2025-01-25 09:41:14.250460",
"xem_jpy","指値","ask","3.819","26184.8","0",,"2025-01-25 21:23:03.854012",
"xem_jpy","指値","ask","3.835","26075.6","0",,"2025-01-25 21:23:03.854012",
"xem_jpy","指値","ask","3.855","2816.9","0",,"2025-01-25 21:23:03.854012",
"xem_jpy","指値","ask","3.83","3000","0",,"2025-01-26 12:02:29.621228",
"xem_jpy","指値","ask","3.83","10000","0",,"2025-01-26 12:02:34.802873",
"xem_jpy","指値","ask","3.83","10000","0",,"2025-01-26 12:02:46.697310",
"xem_jpy","指値","ask","3.83","3000","0",,"2025-01-26 12:09:20.729315",
"xem_jpy","指値","ask","3.83","109.6","0",,"2025-01-26 12:09:21.183870",
"xem_jpy","指値","ask","3.85","890.4","0",,"2025-01-26 12:12:41.534911",
"xem_jpy","指値","ask","3.85","10109.6","0",,"2025-01-26 12:12:43.641435",
"xem_jpy","指値","ask","3.85","3000","0",,"2025-01-26 12:12:43.654126",
"xem_jpy","指値","ask","3.85","3000","0",,"2025-01-26 12:12:44.104374",
"xem_jpy","指値","ask","3.85","3000","0",,"2025-01-26 12:12:44.540010",
"xem_jpy","指値","ask","3.85","3000","0",,"2025-01-26 12:12:44.980873",
"xem_jpy","指値","ask","3.85","3000","0",,"2025-01-26 12:12:49.315501",
"xem_jpy","指値","ask","3.85","10109.6","0",,"2025-01-26 12:12:52.522982",
"xem_jpy","指値","ask","3.85","3000","0",,"2025-01-26 12:44:14.268962",
"xem_jpy","指値","ask","3.85","3000","0",,"2025-01-26 12:44:14.714059",
"xem_jpy","指値","ask","3.85","3000","0",,"2025-01-26 12:44:15.163188",
"xem_jpy","指値","ask","3.85","4362","0",,"2025-01-26 12:44:19.083931",
"xem_jpy","指値","ask","3.85","10000","0",,"2025-01-26 12:45:18.103200",
"xem_jpy","指値","ask","3.85","5463.4","0",,"2025-01-26 12:45:26.049170",
"xem_jpy","指値","ask","3.85","4536.6","0",,"2025-01-26 12:45:26.049170",
"xem_jpy","指値","ask","3.85","21437.4","0",,"2025-01-26 12:58:13.719748",
"xem_jpy","指値","ask","3.86","25906.7","0",,"2025-01-26 12:58:32.756155",
"xem_jpy","指値","ask","3.8248","4216","48.3760704",,"2025-01-26 13:15:23.062297",
"xem_jpy","指値","ask","3.8139","0.7","0.00800919",,"2025-01-26 13:17:31.251732",
"xem_jpy","指値","ask","3.8034","43199.7","492.91721694",,"2025-01-26 13:17:31.251732",
"xem_jpy","指値","ask","3.8031","21295","242.9610435",,"2025-01-26 13:17:31.251732",
"xem_jpy","指値","ask","3.803","35504.6","405.0719814",,"2025-01-26 13:17:31.251732",
"xem_jpy","指値","ask","3.82","26178","0",,"2025-01-26 13:21:55.505184",
"xem_jpy","指値","ask","3.8525","9999.3","0",,"2025-01-26 13:28:04.870608",
"xem_jpy","指値","ask","3.8525","10000","0",,"2025-01-26 13:28:12.945495",
"xem_jpy","指値","ask","3.8524","6021","0",,"2025-01-26 13:33:02.639500",
"xem_jpy","指値","ask","3.8524","10000","0",,"2025-01-26 13:33:13.607996",
"xem_jpy","指値","ask","3.8524","9936.8","0",,"2025-01-26 13:33:24.606239",
"xem_jpy","指値","ask","3.8525","63.2","0",,"2025-01-26 13:33:24.606239",
"xem_jpy","指値","ask","3.8525","1000.1","0",,"2025-01-26 13:36:25.394820",
"xem_jpy","指値","ask","3.8201","6471","74.1596013",,"2025-01-26 14:31:25.460285",
"xem_jpy","指値","ask","3.82","10741","0",,"2025-01-26 14:31:26.720400",
"xem_jpy","指値","ask","3.82","4584","0",,"2025-01-26 14:31:28.647823",
"xem_jpy","指値","ask","3.82","2000","0",,"2025-01-26 14:31:33.915810",
"xem_jpy","指値","ask","3.82","2387.4","0",,"2025-01-26 14:31:34.248981",
"xem_jpy","指値","ask","3.869","8809.8","0",,"2025-01-26 15:54:23.860538",
"xem_jpy","指値","ask","3.869","10000","0",,"2025-01-26 15:54:33.684917",
"xem_jpy","指値","ask","3.869","10000","0",,"2025-01-26 15:54:43.791657",
"xem_jpy","指値","ask","3.869","10000","0",,"2025-01-26 15:54:54.501670",
"xem_jpy","指値","ask","3.869","5000","0",,"2025-01-26 15:55:23.720254",
"xem_jpy","指値","ask","3.869","912","0",,"2025-01-26 15:55:47.453910",
"xem_jpy","指値","ask","3.869","15997","0",,"2025-01-26 16:00:24.064947",
"cot_jpy","指値","ask","1.0351","1","0",,"2025-01-26 18:42:09.812435",
"cot_jpy","指値","ask","1.0699","3660.5","0",,"2025-01-26 19:27:34.241047",
"cot_jpy","指値","ask","1.0699","10000","0",,"2025-01-26 19:27:34.241047",
"cot_jpy","指値","ask","1.0699","46733.3395","0",,"2025-01-26 19:27:34.241047",
"cot_jpy","指値","ask","1.0997","21576","0",,"2025-01-26 19:27:59.977185",
"cot_jpy","指値","ask","1.0352","900","2.79504",,"2025-01-26 20:35:04.174959",
"cot_jpy","指値","ask","1.0352","297.0297","0.92245544",,"2025-01-26 20:36:18.258100",
"cot_jpy","指値","ask","1.0352","119276.9703","370.42655896",,"2025-01-26 21:00:29.905103",
"cot_jpy","指値","ask","1.0351","179999.9999","558.95399969",,"2025-01-26 21:01:58.767031",
"cot_jpy","指値","ask","1.0351","20000","62.106",,"2025-01-26 21:01:58.767031",
"cot_jpy","指値","ask","1.05","952.3809","0",,"2025-01-26 23:45:21.079684",
"xem_jpy","指値","bid","3.74","26737.9","0",,"2025-01-27 08:36:01.366845",
"xem_jpy","指値","bid","3.72","23000","0",,"2025-01-27 08:36:25.798766",
"xem_jpy","指値","bid","3.73","50000","0",,"2025-01-27 08:45:21.331343",
"xem_jpy","指値","bid","3.73","1742.6","0",,"2025-01-27 08:45:33.252231",
"xem_jpy","指値","bid","3.722","26867.2","0",,"2025-01-27 08:50:21.230552",
"xem_jpy","指値","bid","3.721","50000","0",,"2025-01-27 08:50:44.745293",
"xem_jpy","指値","bid","3.721","3748.9","0",,"2025-01-27 08:50:56.776747",
"xem_jpy","指値","bid","3.72","30763.4","0",,"2025-01-27 08:51:08.608425",
"xem_jpy","指値","bid","3.712","23000","0",,"2025-01-27 08:54:46.397887",
"xem_jpy","指値","bid","3.712","50000","0",,"2025-01-27 09:01:37.676333",
"xem_jpy","指値","bid","3.712","7568","0",,"2025-01-27 09:01:50.198110",
"xem_jpy","指値","bid","3.712","185.7","0",,"2025-01-27 09:02:34.029640",
"xem_jpy","指値","bid","3.71","2241","0",,"2025-01-27 09:02:59.260169",
"xem_jpy","指値","bid","3.71","15302","0",,"2025-01-27 09:33:51.242632",
"xem_jpy","指値","bid","3.71","6588","0",,"2025-01-27 09:47:54.852755",
"xem_jpy","指値","bid","3.71","2000","0",,"2025-01-27 09:48:26.456655",
"xem_jpy","指値","bid","3.71","2000","0",,"2025-01-27 09:49:26.244049",
"xem_jpy","指値","bid","3.71","15736","0",,"2025-01-27 09:49:44.938127",
"xem_jpy","指値","bid","3.71","19983","0",,"2025-01-27 09:49:53.237707",
"xem_jpy","指値","bid","3.71","2739","0",,"2025-01-27 09:50:59.173551",
"xem_jpy","指値","bid","3.71","14273.5","0",,"2025-01-27 09:51:06.095557",
"xem_jpy","指値","bid","3.71","10435.5","0",,"2025-01-27 09:51:06.095557",
"xem_jpy","指値","bid","3.71","2301","0",,"2025-01-27 09:51:07.571050",
"xem_jpy","指値","bid","3.71","10546","0",,"2025-01-27 09:51:13.186194",
"xem_jpy","指値","bid","3.71","5461","0",,"2025-01-27 09:51:15.878261",
"xem_jpy","指値","bid","3.71","5465","0",,"2025-01-27 09:51:24.147542",
"xem_jpy","指値","bid","3.71","5000","0",,"2025-01-27 09:51:42.707087",
"xem_jpy","指値","bid","3.71","5000","0",,"2025-01-27 09:51:51.014661",
"xem_jpy","指値","bid","3.71","23151","0",,"2025-01-27 09:51:52.916214",
"xem_jpy","指値","bid","3.71","16440","0",,"2025-01-27 09:51:59.300188",
"xem_jpy","指値","bid","3.71","2000","0",,"2025-01-27 09:52:07.583299",
"xem_jpy","指値","bid","3.71","7567","0",,"2025-01-27 09:52:26.505695",
"xem_jpy","指値","bid","3.71","1307","0",,"2025-01-27 09:52:39.600087",
"xem_jpy","指値","bid","3.71","3723","0",,"2025-01-27 09:53:53.975593",
"xem_jpy","指値","bid","3.71","1879","0",,"2025-01-27 10:01:05.135648",
"xem_jpy","指値","bid","3.71","6695","0",,"2025-01-27 10:01:05.354209",
"xem_jpy","指値","bid","3.71","846.2","0",,"2025-01-27 10:01:13.677798",
"xem_jpy","指値","bid","3.7","3235.2","0",,"2025-01-27 10:13:35.030861",
"xem_jpy","指値","bid","3.7","2000","0",,"2025-01-27 10:13:43.544237",
"xem_jpy","指値","bid","3.7","2645","0",,"2025-01-27 10:13:51.853363",
"xem_jpy","指値","bid","3.7","2366","0",,"2025-01-27 10:14:08.407591",
"xem_jpy","指値","bid","3.7","2810","0",,"2025-01-27 10:14:25.903339",
"xem_jpy","指値","bid","3.7","81000","0",,"2025-01-27 10:31:55.911433",
"xem_jpy","指値","bid","3.7","14000","0",,"2025-01-27 10:50:41.985722",
"xem_jpy","指値","bid","3.7","51.9","0",,"2025-01-27 10:53:32.277417",
"xem_jpy","指値","ask","3.57","28011.2","0",,"2025-01-29 10:37:48.065291",
"xem_jpy","指値","bid","3.48","28735","0",,"2025-01-29 23:45:09.387580",""
"xem_jpy","指値","ask","3.61","148.1","0",,"2025-01-30 09:00:53.744906",
"xem_jpy","指値","ask","3.61","5533","0",,"2025-01-30 09:00:57.899197",
"xem_jpy","指値","ask","3.61","2263","0",,"2025-01-30 09:00:59.106327",
"xem_jpy","指値","ask","3.61","19756.7","0",,"2025-01-30 09:01:02.705802",
"xem_jpy","指値","ask","3.612","27685.4","0",,"2025-01-30 09:01:02.705802",
"xem_jpy","指値","ask","3.615","10750","0",,"2025-01-30 09:01:06.929159",
"xem_jpy","指値","ask","3.615","16912.5","0",,"2025-01-30 09:01:11.455456",
"xem_jpy","指値","ask","3.639","10000","0",,"2025-01-30 23:56:51.486055",
"xem_jpy","指値","ask","3.639","10000","0",,"2025-01-30 23:57:00.627417",
"xem_jpy","指値","ask","3.639","34960.1","0",,"2025-01-31 00:05:14.451611",
"xem_jpy","指値","ask","3.645","10000","0",,"2025-01-31 00:09:47.148626",
"xem_jpy","指値","ask","3.645","5098","0",,"2025-01-31 00:11:57.959784",
"xem_jpy","指値","ask","3.645","1315","0",,"2025-01-31 00:12:11.115969",
"xem_jpy","指値","ask","3.645","2000","0",,"2025-01-31 00:19:01.048342",
"xem_jpy","指値","ask","3.645","2683","0",,"2025-01-31 00:20:11.484061",
"xem_jpy","指値","ask","3.645","33773.6","0",,"2025-01-31 00:20:36.066601",
"xem_jpy","指値","ask","3.6259","6400","69.61728",,"2025-01-31 00:33:24.818024",
"xem_jpy","指値","ask","3.655","50000","0",,"2025-01-31 00:43:58.058514",
"xem_jpy","指値","ask","3.655","4719.5","0",,"2025-01-31 00:44:06.803613",
"xem_jpy","指値","ask","3.67","27247.9","0",,"2025-01-31 00:48:25.577264",
"xem_jpy","指値","bid","3.59","48999.3","0",,"2025-01-31 10:52:40.955854",
"xem_jpy","指値","bid","3.59","1593.1","0",,"2025-01-31 13:08:41.257822",
"xem_jpy","指値","bid","3.59","1099","0",,"2025-01-31 13:37:45.615155",
"xem_jpy","指値","bid","3.59","4018.9","0",,"2025-01-31 13:38:34.814521",
"xem_jpy","指値","bid","3.5771","1941","5.823",,"2025-01-31 19:49:00.135773",
"xem_jpy","指値","bid","3.5701","5320","0",,"2025-01-31 23:45:06.421535",
"xem_jpy","指値","bid","3.5701","0.1","0",,"2025-02-01 08:46:58.136455",
"xem_jpy","指値","ask","3.73","12535.4","0",,"2025-02-01 15:20:08.311489",
"xem_jpy","指値","ask","3.852","50000","0",,"2025-02-01 22:21:55.342623",
"xem_jpy","指値","ask","3.852","1948","0",,"2025-02-01 22:22:07.997872",
"xem_jpy","指値","ask","3.86","49000","0",,"2025-02-01 22:22:26.806356",
"xem_jpy","指値","ask","3.8","5191","0",,"2025-02-01 22:22:33.852158",
"xem_jpy","指値","ask","3.8","2000","0",,"2025-02-01 22:22:34.280754",
"xem_jpy","指値","ask","3.8","5191","0",,"2025-02-01 22:22:34.967376",
"xem_jpy","指値","ask","3.8","50000","0",,"2025-02-01 22:22:35.664705",
"xem_jpy","指値","ask","3.8","5015","0",,"2025-02-01 22:22:44.018037",
"xem_jpy","指値","ask","3.8","4072","0",,"2025-02-01 22:22:44.652685",
"xem_jpy","指値","ask","3.8","50000","0",,"2025-02-01 22:22:52.505088",
"xem_jpy","指値","ask","3.8","10109.9","0",,"2025-02-01 22:23:01.238151",
"xem_jpy","指値","ask","3.83","6505.4","0",,"2025-02-01 22:52:30.834432",
"xem_jpy","指値","ask","3.8394","50000","0",,"2025-02-01 22:54:00.210016",
"xem_jpy","指値","ask","3.8394","50000","0",,"2025-02-01 22:54:09.095833",
"xem_jpy","指値","ask","3.8394","50000","0",,"2025-02-01 22:54:17.879238",
"cot_jpy","指値","ask","1.1","30900","101.97",,"2025-02-01 23:05:39.803425",
"cot_jpy","指値","ask","1.1396","1224","0",,"2025-02-01 23:11:11.093911",
"cot_jpy","指値","ask","1.1396","9993","0",,"2025-02-01 23:15:58.891607",
"cot_jpy","指値","ask","1.1396","9995","0",,"2025-02-01 23:16:05.669195",
"cot_jpy","指値","ask","1.1396","7362","0",,"2025-02-01 23:16:13.472139",
"cot_jpy","指値","ask","1.1396","6788.11","0",,"2025-02-01 23:16:19.751168",
"cot_jpy","指値","ask","1.1396","3000.17","0",,"2025-02-01 23:16:27.441460",
"cot_jpy","指値","ask","1.1396","9994","0",,"2025-02-01 23:16:34.855789",
"cot_jpy","指値","ask","1.1396","8011.1","0",,"2025-02-01 23:16:35.416435",
"cot_jpy","指値","ask","1.1396","3681","0",,"2025-02-01 23:16:41.668988",
"cot_jpy","指値","ask","1.1396","4364.75","0",,"2025-02-01 23:16:48.786299",
"cot_jpy","指値","ask","1.1396","9999","0",,"2025-02-01 23:16:56.098510",
"cot_jpy","指値","ask","1.1396","3320.68","0",,"2025-02-01 23:17:03.988169",
"cot_jpy","指値","ask","1.1396","654.46","0",,"2025-02-01 23:17:10.292295",
"cot_jpy","指値","ask","1.1396","3681","0",,"2025-02-01 23:17:17.483392",
"cot_jpy","指値","ask","1.1396","5557.25","0",,"2025-02-01 23:17:24.032152",
"cot_jpy","指値","ask","1.1396","1420.35","0",,"2025-02-01 23:17:30.633661",
"cot_jpy","指値","ask","1.1396","1255.7","0",,"2025-02-01 23:17:36.839727",
"cot_jpy","指値","ask","1.1396","2034","0",,"2025-02-01 23:17:44.088430",
"cot_jpy","指値","ask","1.1396","3681","0",,"2025-02-01 23:17:50.623921",
"cot_jpy","指値","ask","1.1396","9998","0",,"2025-02-01 23:17:57.205693",
"cot_jpy","指値","ask","1.1396","9998","0",,"2025-02-01 23:18:03.887099",
"cot_jpy","指値","ask","1.1396","300","0",,"2025-02-01 23:18:10.483003",
"cot_jpy","指値","ask","1.1396","300","0",,"2025-02-01 23:18:17.442294",
"cot_jpy","指値","ask","1.1396","6498.05","0",,"2025-02-01 23:18:24.548924",
"cot_jpy","指値","ask","1.1396","6199.05","0",,"2025-02-01 23:18:32.676357",
"cot_jpy","指値","ask","1.1396","2597.64","0",,"2025-02-01 23:18:38.974508",
"cot_jpy","指値","ask","1.1396","300","0",,"2025-02-01 23:18:45.702907",
"cot_jpy","指値","ask","1.1396","1819.33","0",,"2025-02-01 23:18:52.607673",
"cot_jpy","指値","ask","1.1396","2540.6","0",,"2025-02-01 23:18:59.247791",
"cot_jpy","指値","ask","1.1396","9999","0",,"2025-02-01 23:19:05.641124",
"cot_jpy","指値","ask","1.1396","300","0",,"2025-02-01 23:19:19.927207",
"cot_jpy","指値","ask","1.1396","1468.8","0",,"2025-02-01 23:19:24.862707",
"cot_jpy","指値","ask","1.1396","2968.22","0",,"2025-02-01 23:19:27.383215",
"cot_jpy","指値","ask","1.1396","2968.22","0",,"2025-02-01 23:19:35.122574",
"cot_jpy","指値","ask","1.1396","7568.3","0",,"2025-02-01 23:23:21.498731",
"cot_jpy","指値","ask","1.1396","6875.5","0",,"2025-02-01 23:23:48.178870",
"cot_jpy","指値","ask","1.1396","78684.2105","0",,"2025-02-01 23:27:57.421815",
"cot_jpy","指値","ask","1.1396","0.8775","0",,"2025-02-01 23:28:12.613498",
"cot_jpy","指値","ask","1.1396","1286.17","0",,"2025-02-01 23:28:24.831466",
"cot_jpy","指値","ask","1.1396","11666.5","0",,"2025-02-01 23:28:32.521165",
"cot_jpy","指値","ask","1.1396","619.7154","0",,"2025-02-01 23:28:33.029923",
"xem_jpy","指値","bid","3.65","48990","146.97",,"2025-02-01 23:57:56.577826",
"xem_jpy","指値","bid","3.651","5789.5","0",,"2025-02-01 23:58:02.996542",
"xem_jpy","指値","bid","3.64","1952","0",,"2025-02-02 04:37:03.876379",
"xem_jpy","指値","bid","3.64","5370","0",,"2025-02-02 05:06:39.402974",
"xem_jpy","指値","bid","3.64","713","0",,"2025-02-02 05:07:37.359167",
"xem_jpy","指値","bid","3.64","19437.5","0",,"2025-02-02 05:20:49.591820",
"xem_jpy","指値","bid","3.62","27624.3","0",,"2025-02-02 05:37:08.508031",
"xem_jpy","指値","bid","3.6","47251","0",,"2025-02-02 07:21:32.081682",
"xem_jpy","指値","bid","3.6","8304.5","0",,"2025-02-02 07:21:43.990121",
"xem_jpy","指値","bid","3.58","49000","0",,"2025-02-02 07:31:23.406045",
"xem_jpy","指値","bid","3.58","34798.8","0",,"2025-02-02 07:31:35.040926",
"xem_jpy","指値","bid","3.57","20129","0",,"2025-02-02 09:21:11.541589",
"xem_jpy","指値","bid","3.57","3958","0",,"2025-02-02 09:21:33.722259",
"xem_jpy","指値","bid","3.57","3958","0",,"2025-02-02 09:21:42.059951",
"xem_jpy","指値","bid","3.57","3279","0",,"2025-02-02 09:22:17.582171",
"xem_jpy","指値","bid","3.57","12250","0",,"2025-02-02 09:22:25.178048",
"xem_jpy","指値","bid","3.57","4768","0",,"2025-02-02 09:22:32.147488",
"xem_jpy","指値","bid","3.57","4353","0",,"2025-02-02 09:22:52.856202",
"xem_jpy","指値","bid","3.57","4377","0",,"2025-02-02 09:23:16.536589",
"xem_jpy","指値","bid","3.57","822","0",,"2025-02-02 09:23:18.732506",
"xem_jpy","指値","bid","3.57","4353","0",,"2025-02-02 09:23:25.899943",
"xem_jpy","指値","bid","3.57","8222","0",,"2025-02-02 09:23:27.161177",
"xem_jpy","指値","bid","3.57","4377","0",,"2025-02-02 09:23:34.513006",
"xem_jpy","指値","bid","3.57","16430","0",,"2025-02-02 09:23:34.712531",
"xem_jpy","指値","bid","3.57","2000","0",,"2025-02-02 09:23:43.275741",
"xem_jpy","指値","bid","3.57","6724","0",,"2025-02-02 09:23:48.277675",
"xem_jpy","指値","bid","3.5361","7418","0",,"2025-02-02 09:23:55.293998",
"xem_jpy","指値","bid","3.56","3405","0",,"2025-02-02 10:43:43.259708",
"xem_jpy","指値","bid","3.56","15312","0",,"2025-02-02 10:43:51.320878",
"xem_jpy","指値","bid","3.56","2000","0",,"2025-02-02 10:43:51.542790",
"xem_jpy","指値","bid","3.56","5000","0",,"2025-02-02 10:43:59.854456",
"xem_jpy","指値","bid","3.56","1988","0",,"2025-02-02 10:44:04.856441",
"xem_jpy","指値","bid","3.56","384.8","0",,"2025-02-02 10:44:08.155254",
"xem_jpy","指値","bid","3.56","4116","0",,"2025-02-02 10:49:47.009282",
"xem_jpy","指値","bid","3.56","17697","0",,"2025-02-02 10:52:12.034657",
"xem_jpy","指値","bid","3.56","2576","0",,"2025-02-02 10:52:19.000234",
"xem_jpy","指値","bid","3.56","3700","0",,"2025-02-02 10:53:07.880971",
"xem_jpy","指値","bid","3.56","0.8","0",,"2025-02-02 10:53:24.510581",
"xem_jpy","指値","bid","3.56","6065.2","0",,"2025-02-02 10:53:24.510581",
"xem_jpy","指値","bid","3.56","122","0",,"2025-02-02 10:53:29.871006",
"xem_jpy","指値","bid","3.56","5000","0",,"2025-02-02 10:53:40.214036",
"xem_jpy","指値","bid","3.56","5000","0",,"2025-02-02 10:53:43.184167",
"xem_jpy","指値","bid","3.56","11902.6","0",,"2025-02-02 10:54:03.595278",
"xem_jpy","指値","bid","3.55","2326","0",,"2025-02-02 10:54:10.564896",
"xem_jpy","指値","bid","3.58","12556","0",,"2025-02-02 10:59:03.666249",
"xem_jpy","指値","bid","3.58","7915","0",,"2025-02-02 10:59:12.439737",
"xem_jpy","指値","bid","3.58","2176","0",,"2025-02-02 10:59:21.080345",
"xem_jpy","指値","bid","3.58","2176","0",,"2025-02-02 10:59:29.736635",
"xem_jpy","指値","bid","3.58","2000","0",,"2025-02-02 10:59:38.359320",
"xem_jpy","指値","bid","3.58","1266.8","0",,"2025-02-02 10:59:45.123629",
"xem_jpy","指値","bid","3.55","2322","0",,"2025-02-02 10:59:52.086191",
"xem_jpy","指値","bid","3.6","5659","0",,"2025-02-02 11:03:35.828165",
"xem_jpy","指値","bid","3.6","5659","0",,"2025-02-02 11:03:36.945146",
"xem_jpy","指値","bid","3.6","5659","0",,"2025-02-02 11:03:38.138721",
"xem_jpy","指値","bid","3.6","10800.7","0",,"2025-02-02 11:03:38.200454",
"xem_jpy","指値","bid","3.57","2847","0",,"2025-02-02 11:08:19.583347",
"xem_jpy","指値","bid","3.57","3444","0",,"2025-02-02 11:08:27.907336",
"xem_jpy","指値","bid","3.57","5000","0",,"2025-02-02 11:08:28.202263",
"xem_jpy","指値","bid","3.57","5000","0",,"2025-02-02 11:08:31.741073",
"xem_jpy","指値","bid","3.57","5000","0",,"2025-02-02 11:08:34.188707",
"xem_jpy","指値","bid","3.57","2176","0",,"2025-02-02 11:08:36.220148",
"xem_jpy","指値","bid","3.57","3809","0",,"2025-02-02 11:08:44.547564",
